,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
376,gp:AOqpTOHMWwax3YfjDjTOm7QAY-QSF-4BXUG3vF6lvYhjjdCO8_NnvgbmexRK8eU3Prom0zIDyjwdfct1JMycAA,Adrian D Valderrama,https://play-lh.googleusercontent.com/a-/AOh14Gidu1w9F3pBoDrVkrIkYmo0c6pKdAGAq_WKqo-NeQ,This was a game changer. I was taken pretty hard by a breakup. This helped me immensely.,5,0,5.10,2021-01-22 16:24:53,,
377,gp:AOqpTOHgrVgjkynzFGOFJlb6ALd2ithYeKasEvChPDx4evyHEHAQ6mZETwfOITmns-i4d9MyyJzUjb7SqyNh1w,Beverly Swinson,https://play-lh.googleusercontent.com/-Pl2AjyqAuo0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl3NJZaBMANR1LJyKRsxY0-XvPiMA/photo.jpg,Works well! Love the sleep stories.,5,0,5.12.1,2021-02-25 07:38:14,,
378,gp:AOqpTOFHDhI85pa1FqmnUuQT60SjaVij0jy0gtn3MUSs4WQrzZbrF6TbMOmTGssz8tdkugS_6cpiGJftNMa8eQ,Liz Holliday,https://play-lh.googleusercontent.com/-vuLw4iru350/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnaUitaIWWu9iNpfwEFt-KKMiJhGA/photo.jpg,I have so enjoyed all that I have tried so far and would recommend this to everyone.,5,1,5.11.1,2021-02-15 07:28:40,,
379,gp:AOqpTOGkY4cx_dPu2xidDmHJEQE0gQygc4XStj5umMsM0spcwHGpZY25csHmTRCLBpGvQ7k4wFxhirru29joRg,Jeff Carlson,https://play-lh.googleusercontent.com/a-/AOh14GjkWa6FSrkta3xpAc-5VrdCubB0fPZNCOyXU-FYjw,great way to relax or drop off the unwanted stress! Thanks,5,0,5.9,2020-12-16 05:36:52,,
380,gp:AOqpTOFbjp0Xu8eB_aFfQwyw1G9_iOERPexe0EFpDTw7TvW8mDWZlMXyb07E_kjQMU6WCzjhCCH9dapwoi7mzg,Ashley Tackett,https://play-lh.googleusercontent.com/a-/AOh14GiOIvMxN_C6WB16ofnZYzd1LNQ-67lmeHGCif4neQ,so many great short listens for mental shift,5,0,5.12.1,2021-03-01 17:56:51,,
381,gp:AOqpTOGMJUS1450De7AU0dyX18YPkxThydl1PjiuUrpq3zhMyDTzjUfScNP-GUzUV_p83vkAPyc0Mpymg55NvQ,Gabrielle Richberg,https://play-lh.googleusercontent.com/-nOm-MLnoHaw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnz7JBx0wqsWx3whmq54N7jDN_2qw/photo.jpg,Awesome 👍😎 I totally recommend this for teens and people who have axienty and stress.,5,0,5.10,2021-01-21 03:14:38,,
382,gp:AOqpTOEXGHMCKGJ7j7unvdIn933ceWPs1nWIetjaHhxjwPhv0VzQZHmznzSq_SC4qlO8flANwTaVCBVdJn-RSQ,Zailyn Prada Blackburn,https://play-lh.googleusercontent.com/a-/AOh14GiF9c_uMYjAoqa11ilWHhpPZVEaa5g9Q8G9u7E2WTQ,Wonderful way to initiate a meditation practice and calm the mind & soul!,5,0,5.11,2021-02-08 17:22:12,,
383,gp:AOqpTOHyhs1SWLON_JoySHXRqUm-NPerl4rHtj6GA06lXmBTHU5nfSIXUxxlBOH7-UBRE8LQYBLXmRK624VX1g,Joshua Smith,https://play-lh.googleusercontent.com/a-/AOh14GjjGomhekLbtghhr868JlWGSBDZeJIJXb2dr3J9,Simple and easy to use. It works,5,0,5.11.1,2021-02-22 02:27:42,,
384,gp:AOqpTOF1O0MvAkMFVlw1hG1RFjlm8GqqoztWAsZgYdIYPd_h3sk2H_K5iwg3l-ebj5WqS-jkZjJ9XPrJoIEn4A,1 2,https://play-lh.googleusercontent.com/a-/AOh14GhUhdqnHM3xkZYfpEbR3bgeTmxL0ltGKKCQB0sBJg,All features mostly locked unless purchased. Hardly free.,5,0,5.10,2021-01-03 09:10:22,,
385,gp:AOqpTOFDZ5nHMObESxIyMhosABXlSJN_KFeUMXmF58H6LpznB_pWlwHOQVxtCx9hi3di7JL4ZduTpj5yb8yFug,Claudette Ruffus,https://play-lh.googleusercontent.com/--_gaun1i4iU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmJAeTA-q2-nGQ9P4LLQue3wCtHkQ/photo.jpg,I really enjoyed the first session!!!! It really help me a lot. thank you,5,0,5.10,2021-01-08 16:02:11,,
386,gp:AOqpTOExU3XaoHrTbp-Ynka1UMQtBt2sZtY0Mq-FxnaXgjFZnzF-Nt0aovWlYvrQ_1X2ClmvIAGLpvS6pu5iJQ,SaOiRsE Vids,https://play-lh.googleusercontent.com/a-/AOh14Gg2bI4H0vGr_MqnNmAhvhH4BArMdJrvz-6mVQoElQ,This is the best app i have ever installed i have felt so calm over the last year its amazing!!!!!!!!!!!!!!!!!,5,0,5.10,2021-01-18 01:48:56,,
387,gp:AOqpTOGDCsUCerHst-PzA-txWLxHUJNDkHKHJ88RiwaqfsR1BNp5NyjUeOskpXmFGyCQPpEdeZ19ncp27AcpnQ,potatosquad#,https://play-lh.googleusercontent.com/a-/AOh14Gi82nUjnWMJGc5syKx_dqzyc7Cis5n8pHSb0-p4RQ,its a nice game to calm your body but i wish everthing or maybe some more things could be free pls fix that,5,0,5.10,2021-01-12 19:40:10,,
388,gp:AOqpTOH6qZbuzw0oYQGSe-eZiduOdLMPDpIJNk8KGopN2wON6uKDOukT0bDjqcIF7v3tHTJiNqcWFrCOqgHaow,jim andr,https://play-lh.googleusercontent.com/a-/AOh14GhC0biMVeB2jf7MvYORLBwxacKp1l3bi2renx_YA-s,"Using it since 2017, always improved, Lifetime subscription now",5,0,5.10,2020-12-22 00:15:33,,
389,gp:AOqpTOEWUJ0Ynd21h8PLZEJz6XFkyt2KRtpckOn2mcals7PM5dMJZ0knOhFrPBR0uq6CGrLDoL2BZN-D8f5P8Q,Brittnee Bali,https://play-lh.googleusercontent.com/a-/AOh14Gjq-j-fWP75i4EzVrw4006mLlMdLDuSqZALMRUS,honestly it helps me relax and sleep really well which hasnt been happening in years... it's quite nice.,5,0,5.12.1,2021-03-01 06:10:47,,
390,gp:AOqpTOFssSmhMqtXPpQYtUUFxgIsnozxL7ngWqOD2-LqXxnAmx-T95B9XbFJcg2gkN_gvaj2n-joLhanH-R1yA,titans raven,https://play-lh.googleusercontent.com/a-/AOh14Ghs_Uhb7ml9IAkxs8Axk9WJ-QgghUkj5kKTSCuH,woow! I've never been this calm before. this app is super great !!,5,0,5.11.1,2021-02-13 19:45:29,,
391,gp:AOqpTOH7vASqQvC5FKif47ug9CZlM2ayEhsiHM_BLApUmbVTgQJ1vQqDCRYC4_ZbIVEO6Wgp73h9hJ4by2S2rw,Andrei Gavrilescu,https://play-lh.googleusercontent.com/a-/AOh14Gg0JILQ7qT698HZ8U98D8bd_6YEMHSO1YvO52w-,very good app for mindfulness and simple to use,5,0,5.9,2020-12-18 00:28:29,,
392,gp:AOqpTOGHC_2R6pzA3n_zm371sPmQFEp4rDpE-nI21ORrDlwL1LwLKUJ6YaZDkzcZuYjcj2-EgRmXfvr6ddNW3w,Kristopher Cumbermack,https://play-lh.googleusercontent.com/-sWLnuH4iHrs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnopgtf8ML2qTy9hBxQFXcS0z5ggw/photo.jpg,love it. god introduction plus tok of content for those more advanced,5,0,5.10,2021-01-06 05:34:34,,
393,gp:AOqpTOGKr-9W5MszC6yg--x77HjQ1AXhw_P3ZKX8iTc7phH9F90JJElzCUKIcwzwmS90SMrXypeTbwg-ArzU9w,Richard Sawrey,https://play-lh.googleusercontent.com/-0u0ydBboUQU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclmLr1-KhYnBzI2ZGrIDCqVueYcNg/photo.jpg,Lots to choose from. Some really good content.,5,0,5.10,2021-01-11 14:27:04,,
394,gp:AOqpTOGOmwU4uY-DejX8kEzkiHNI8OI3G6tII4gZnJy1jXpikzvpmcQtejAkEgDbwtcyPz0-AwzBXc7a1L-Qag,William Malik,https://play-lh.googleusercontent.com/a-/AOh14Ghx-jPGqrfQxmr1Z_UGY-MWqRkBYuCtBnQC-d9fjA4,Very helpful introduction to meditation.,5,0,5.10,2021-01-28 18:00:30,,
395,gp:AOqpTOE4Hf2zlDZRU0M34aaBpsAaXz_6tG7wjP41ApOzYv4ZcPqgBNjQdtrm3km7b3lveLkn3dMGqLPqHAYr7w,shirley wiltsey,https://play-lh.googleusercontent.com/-PPRsQHBXM38/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckrIVio5Q8_xgkDd1eGuqYSXyxToA/photo.jpg,HIGHLY recommend. Worth every penny. Fabulous gift.,5,0,5.9,2020-12-10 22:06:42,,
396,gp:AOqpTOGbRh1SoCBYWGaFCGaBofannyOpiONo1whqwSkqZ61Ghr6ngDbrESZEHP5NjSTR6T2n7pBk2w_h5sNvdw,Kimberly Porter,https://play-lh.googleusercontent.com/-amu0cyZWqGg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm6LsNpJFgnIH756rnt7RaczQENMg/photo.jpg,I love it!! passed out really quick listening to a story..😴🥱,5,0,5.9,2020-12-08 13:38:34,,
397,gp:AOqpTOFTx3WuCPD4JrlReO9iR-p7-eJK42o8yj-DfAopjJU1aie3A3DQhoJlMpT86Ht7t76j4TXHLHznbKyZ6Q,Mark Giro,https://play-lh.googleusercontent.com/-dxQtrhZ3xQ4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmQpl0hmHpwJkIBs9E-dO77ZOqP7w/photo.jpg,"soothing, relaxing, and refreshed...helps with reducing the stress in our daily lives.",5,0,5.9,2020-12-12 17:25:29,,
398,gp:AOqpTOEOY0ex3Osk3adEHOBPhwJVyvuSG-NMZ39v4rbXu6-H0NmKgQzC12A08DjfR1H7tvTHlD8TIhwBnwvAFg,black galixy,https://play-lh.googleusercontent.com/a-/AOh14GhvXK5qehR7DMIgFp2-SZXeUDtLa5Fl3MQ7SOtYBA,"it is so good on helping me sleep, relax and just feel a bit better when im down",5,0,5.11.1,2021-02-13 04:30:45,,
399,gp:AOqpTOFbiIfKGUyRktWabZ4Yv_JLS5KDYgq5nx5ootyIvXOv9AHckTtxHUy9sGmA1xTCaY8ajoFBO_4mcQ9Auw,varrel RW,https://play-lh.googleusercontent.com/a-/AOh14GjIcru1uiACKa--b8KJzTbUQbsTwcn8d_g63wGV,"show cool feature and relaxing sound, this app it's Helpful for me",5,0,5.11,2021-01-29 15:08:26,,
400,gp:AOqpTOEQnHdZ-gyjFqa1EIw_VbHM5jsN-N-TBYibsqIO9Mf0hIqJwC4UwVhkFEaZJ1sdSkWbGCZEC4bymwqTRw,H4Y0N,https://play-lh.googleusercontent.com/a-/AOh14Gg4r0R3-OOzxYE3l5xAM-MPl9CucdnzZk6ko6DW,Good customer service.. And great app,5,0,5.12.1,2021-02-17 17:26:35,,
401,gp:AOqpTOHFE_W_vGhO_xnipxV1CxIwhiEE0QZPf4aXxTtmm_oogEY3mJvfFaoID-h_37s0mHu2E1AT4PSed3RwsA,asemeh Jarir,https://play-lh.googleusercontent.com/-Q2PAj4d07pM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmtiKtR-_NA3NcCGHtS6Csq2AyURA/photo.jpg,I love the music in this app...helps m concentrate while studying👍,5,0,5.12.1,2021-03-01 17:36:50,,
402,gp:AOqpTOFFUSKRyBJ1g9N-XQuaZu-_hiH2xlQR6syy1jjflcy-5_fq9DEV8ozyCGtYfQbNmJOjZg6f7pswDRB60Q,Josephine Darthard,https://play-lh.googleusercontent.com/-DnaX3UrjdGU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmz2be1MPhL0CJtQmTmN8CQP_sO_A/photo.jpg,"this is actually, really relaxing, and calm, peaceful sounds in the bk ground",5,0,5.10,2021-01-13 14:52:41,,
403,gp:AOqpTOH4jfx4KD3DKDEj81gppr-kFYYtU7rlry_8th9tUgcFjbe25UPvtDtol10Zrjl8JDwkHo7_O1SdBc-KPA,Karen Ulmer,https://play-lh.googleusercontent.com/a-/AOh14GhkQ8upIPtmTr3xtdDh9Kbvw-GWrQs0jyHQ_GcF9Q,It's so soothing and calming for my soul. Helps me to relax to sleep better.,5,0,5.10,2021-01-15 11:31:43,,
404,gp:AOqpTOEuI9N0daXRWMvp_FFrR23Cd1EqtVZZoXkBa_cF2tBpvVaUdmg7HJAGLQtiK67CXv__Wrc_6CDIpf138w,misty mendoza,https://play-lh.googleusercontent.com/a-/AOh14GiTf2H4f6SgKNy8uiSomwm6ikDm5YdmHMHc1kcSh7w,this is the best app. It's worth every penny! I use it daily. 10 stars!!!!,5,0,5.9,2020-12-09 16:55:18,,
405,gp:AOqpTOFxfCdzXaGriZFc2ePrd3P-ne4mpCG9jDMQb-udKI2R8D2LQRHBBUHMl7RNKGEAwf99GM-PZ23-eeHdSg,Shelly Mason,https://play-lh.googleusercontent.com/-Ey3rZUawemw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckpYEP7TPIkauQEELxTsnc4GylDww/photo.jpg,love the daily calm. no excuse not to do this quick guided meditation every day.,5,0,5.10,2021-01-03 21:08:31,,
406,gp:AOqpTOHUBtZ95lZezT1FYJWqRVQyLmcLbWRimaZ1ZOaD88kePcIx2sXZf1-yKg35pqwwxSqeS1BL1OZqIXIiZw,Alex Jahraus,https://play-lh.googleusercontent.com/a-/AOh14GjZvznz0-k_ccomWAiDBt-x53tj6K4nI1RBzVNu9io,"The all-in-one meditation, mindfulness, and sleep app offers tons of content for all wishing to incorporate some calm moments in their day",5,0,5.10,2020-12-25 15:44:23,,
407,gp:AOqpTOE5VsG2r7U0lZDMD_Jj0Yy18B9dgaj1Ss5YJRmKQke2LpV11mNGp_nOSOpHl7L7D46YkTRdzdjCZ5F1JQ,Rae Cihalski,https://play-lh.googleusercontent.com/-E01-bIm7mb8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucngqokSGACC7KxatpVWK2qhzhn9bA/photo.jpg,I have difficulty relaxing and with calm there is a different session for anything you can think of.,5,0,5.10,2021-01-24 21:07:47,,
408,gp:AOqpTOFf5YVibEkc3FwB1viSwiupQdjfAh2PMt9hGfuNOe9cgRILHAZLCzFEeSsCr1fZpQ9x0InqiWtr0r1opw,Rob Walker,https://play-lh.googleusercontent.com/-nR5c2M-qNos/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclVZmHDC3m-0-sa2RPKTFTPu7c-BA/photo.jpg,this app is a game changer give it 10 mins of your time you will see the difference!,5,0,5.11,2021-02-06 07:06:18,,
409,gp:AOqpTOEM2S_Y1Bcy-HI0whRN1CPjOCW07p39v_RzbmjRK3KqNIXY_KXcOkJIfLu1xv0M10M5Z4RqdNLED9H9-g,KYLE COTNOIR,https://play-lh.googleusercontent.com/a-/AOh14Gi1Dwb36XspvUMAGFWajfqvZ4Xeod7RK0gaqwwDMQ,Best sleep stories and daily meditations around.,5,0,5.10,2020-12-22 15:42:42,,
410,gp:AOqpTOFczznyic823egVfxEC4OJG2vCi6Z4s_5JYKT0UbTOE4Nv4XJBHmtydSYAGmAjD0tB8Dcn3ldcKjAvPMw,Barb Ferguson,https://play-lh.googleusercontent.com/a-/AOh14GjqKkGz4IvWvvP_KF4pWlLo8L6wMPOIz-vQ76bgnA,"each time, each day I use this app ... I remember how valuable meditation and calming life down, is",5,0,5.10,2021-01-17 21:03:33,,
411,gp:AOqpTOGHPAdYW48yy22iRYMmETw-mpUsv0vPSgyhJDg8dkbVEyVAy63FUswBe1oYj9cUuR4Ap0j2_O39j0he9A,PAUL BOWMER,https://play-lh.googleusercontent.com/a-/AOh14GjmETzl1kWJZ_cDiyNLQ1qPIvsHQqKHMzsrNyUh,Helps to re-center your mind. Just keep doing it to keep you focused.,5,0,5.10,2021-01-14 19:01:51,,
412,gp:AOqpTOHlLuIwn2N3XyeOXlrB4p7Nqd7ZgvutMO5KsznqzFAtrOdpltSEMYbv7_ielcW2IU14fKfrcmiy649RWA,Celia Valada,https://play-lh.googleusercontent.com/-fWmjXNtSMG0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucly6BURAnT4Mp4wiC2zVGRABk_gZA/photo.jpg,Nice introduction to what meditation can do.,5,0,5.10,2021-01-25 22:11:04,,
413,gp:AOqpTOGvN-z87WduzB3UBtEDo97Vmqcz5gOTdt4MIlTLLwZjpInpJwJ5nmhFi1u0C4_aAv5uP3og-1DOTPgJKQ,Tina Moore,https://play-lh.googleusercontent.com/-vsRaIArWsLk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnhVZPqMDcYVZ0TwjvhB0F9ySeQDw/photo.jpg,"I Love Calm, the rain on a tent is my fav, reminds me of great times camping with my best friend and our kids, we would ditch our boyfriends and head to priest lake in Idaho.",5,0,5.10,2021-01-27 14:18:32,,
414,gp:AOqpTOEodDx4sln88BTDkdWdFHYS-FBWD2HYQuP_kP_ovoRJhDyCGh2np38XeGBVZGbrSZaRZrEzpfKgc3IKAQ,Florentina Sarbu,https://play-lh.googleusercontent.com/-MSzilNfDhOA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucka6XePlPsRONXWO1jTwHzaBGfgqg/photo.jpg,Have been using Calm app for many years and I still find it helpful.,5,0,5.9,2020-12-18 13:09:20,,
415,gp:AOqpTOEdTe15EsuVkQ1vauT2gI1zXg7Aj-3epXAP7l6qCgVbHuvR7hj8_pOaqo6B2WN_0UybSzhwO9nLQQtMJg,Lucia Capano,https://play-lh.googleusercontent.com/a-/AOh14GhTaFgAG2ksioUeGu4HBH3Fl4HMqFpOLM1aPH1E,This app has helped my sleep and ability to focus at work.,5,0,5.10,2021-01-15 14:23:14,,
416,gp:AOqpTOFCcfjMp4yzJ3sxR4ufS1HCgIbb13Lxb0i3BZ5vcFlynB8Hqrc2D_n-KValjqX_Jp7TTzIKfeO6EU2REA,Ariel Hall,https://play-lh.googleusercontent.com/-j4CdYhR58F8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclRvNE6iY1yrgCbg12NcsrkjkhcEA/photo.jpg,Updated to add... I love this company even more now! I havent used this for a couple months and forgot about the auto renew. With no questions asked they refunded the full amount! Talk about a great comapny!! I had pretty bad insomnia. Tried teas and sleeping remedies. But this is the only way I go to sleep and can wake up without feeling groggy. Ussually only takes less than one story. I like the variety and bought the full version on a black Friday deal. No regrets!!,5,43,5.8,2020-12-04 02:42:14,,
417,gp:AOqpTOHhkCTRJMmRPv8eDK0gw2xels0M1DmF341P_pobulTUaY34ygbHqQ4eVRV94LM3jkN7bebW0i3DaxSgvQ,ʚ Katarina ɞ,https://play-lh.googleusercontent.com/a-/AOh14Ggz1SK9ovsrWNkSXUxXw6D_2BhPnGZnmWcy7pqaIeM,"I personally think that this app is great! It helped me a lot with my mental health, life & everything! But, I really think that it would be really helpful, better and cool if there waa a multi-reminder. For example, I want my mood check-ins to be at 9 AM & 22 PM. I usually can't decide when is it the best time for my check-ins to be cuz my mood changes 70 times a day, so if you can add this to the app, it will be kinda better for me and people like me!💙",5,49,5.8,2021-01-27 02:57:23,,
418,gp:AOqpTOEBuQIcgTRQ2zx5EpTFnUO5IgGpkvMinVo4ADaf4YQShsw-fAYhI01ZJEgnwLnB8rIgKxoiHLHC3gr03Q,Mychel Smith,https://play-lh.googleusercontent.com/a-/AOh14Gh2pTza3H5mmYN_S-nA4wiYjTX__MmBMYWArF7PdA,"amazing app!!! I'm a therapist and I started using this app to strengthen my ability to managenmy anxiety and depression, and to improve my working memory and ability to concentrate. what I found was a gem to not only allow me to be calm, and to be aware of my body-felt sensations. But, I also learned exactly HOW to pop out of unhealthy thoughts. With these new way of feeling and being, im using the Calm App to enhance my sessions with my clients. A great app, well worth the cost",5,4,5.8,2020-12-06 19:23:17,,
419,gp:AOqpTOEgswDlC7TSezE8qFgyeDjf8kYQzTlLqqIVaqVCWPXNsevx6_J5TqkZ-p4R-2E2FO2tZi-eqwWuxw1ymQ,Mary Uttmark,https://play-lh.googleusercontent.com/a-/AOh14GhJNBbXOj6z8THJPTlJQaCr_PuBjtq1p3VkdUtjrQ,"I downloaded the Calm App a few months back because I was really needing non-pharmacutical help with my anxiety. I'd tried medications but they all made me so drowsy I couldn't be as present as I needed to be. I committed to a years subscription to the app and I have zero regrets. There are bedtime stories and guided meditations, including one specifically designed to help you manage an anxiety attack. I love this app!!!",5,0,5.5.1,2021-01-31 19:02:20,,
420,gp:AOqpTOEh2UIfshkjNVZI6LAZZK49ot_lfrl4RQrz9gzctGyAHtzt1nomI_zV4VAc9DDoVHAj4c2qKl1NbWjH3A,Zariah Angel,https://play-lh.googleusercontent.com/-J9rr6gLIurQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckH84cOCp3UPfL6a7-V3zDCncakqQ/photo.jpg,it was awesome 😄 I love this app so much it helps you a lot omg it is awesome 😎 thenk this app for there help I love them and wish them a marry Christmas ⛄🎄,5,0,5.9,2020-12-14 06:04:42,,
421,gp:AOqpTOEPJCHMIdpWmIBJnUjTMqMQLDUCd-8EWUY0vwEiasQWYVw3pprGYsXFQsmoWAFmfCUwe92onPFPQnzIIg,Karen Gower Bradley,https://play-lh.googleusercontent.com/-42CNoBeBEdA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmQBS9QYPpOj6dxQ-fBYP9rDTP6vQ/photo.jpg,Absolutely the best tool for assisting mindfulness and... Calm.,5,0,5.10,2021-01-03 01:35:43,,
422,gp:AOqpTOEDKK3BuKDlCthIepS1gRmSWOIxaw030pRw6jyavHC1SGn8MrUuTGH2tDwuKIEIGvxwQTDoFsLBtZM4lg,S H I H A B,https://play-lh.googleusercontent.com/a-/AOh14GjZubX4LN9_uXp5it19iw-cVayU_57sDiFDThXc,To be very honest. I am very much grateful to this app. Thanks for giving me hope on those situations when I wasn't really believing in myself due to some personal issues. Whenever I was feeling lonely I just started to hearing some soothing sounds with closed eyes. Don't know about others but it really helps me out of those anxious situation when I wasn't really able to control myself. But due to some space problem in my device I gotta uninstall it. Thanks for all the memories !! Take love ❤️,5,4,5.6,2021-01-04 15:55:14,,
423,gp:AOqpTOERsyJG4HM1h5mYUo5EdJn0y4ywTM_b9zfNlI3QUxwpCwUDLpSC-Omod6QzmpNnA8yBZbfjffMqOgxZQg,Christine Palacios,https://play-lh.googleusercontent.com/a-/AOh14Ggkcw2XpSfzAe4Rl1SfhdKIdYzCwPCjROCwi38P6g,great app to help keep you centered with lifes challenges.,5,0,5.9,2020-12-11 10:05:57,,
424,gp:AOqpTOGPW-yWlSPyTSRNXI9xzO6nMEEqr2raIKKkUnNwOAY47WSrsE251eaLCfSRL1zAwnhq--bmPaLG2qZ_6A,Andy Del Rio,https://play-lh.googleusercontent.com/a-/AOh14GgCdHzcr9Ylkm2FzLjcrcQRSmTUFMdsYR-38Ycl1tA,I use this app and sleep booster. The combination is delicious! helps you find aloha in you!,5,0,5.12.1,2021-02-25 07:27:49,,
425,gp:AOqpTOHHDSULDTsh5eE7Ci-d-akLrTdOY31TFAK2_9P6ut7gcCN1JtjfJpN5w8KYKbq60Gd_7hNd1_Vc0gzlgA,PurplePinkNyla,https://play-lh.googleusercontent.com/-GNffSeQM9nU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnyy6k4WOjzJmKr5OtCCmvYNmq92w/photo.jpg,This app is very useful it helps me to go to bed and maybe can use a different calm ap,5,0,5.11.1,2021-02-10 12:10:43,,
426,gp:AOqpTOESYdZLyuVKfpPUA4VdM9JUg5NSYKtse0H5RRVDOZgC0xJhq181dKkGKroINJhmQ2XDAdZFf-MDlKysrQ,Alfie Mawders,https://play-lh.googleusercontent.com/a-/AOh14Gie_Wrnl4OSCiU3QDX3hEqnSrkX5izztZS5lpW5,this is a very good app for sleeping! try it out now!,5,0,5.12.1,2021-02-27 09:07:53,,
427,gp:AOqpTOEzA6pn53pgG0in9NDlUV2YnySXlHj8YvEO1eP0DchuEYCvF3N07Y8mWW92YKwwpD_CupWsfMJGS1Idqg,Rebecca Kenny,https://play-lh.googleusercontent.com/-uNNF0dE2YVw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckvtMk1_tsFzXv7keV6kgCtuSPobw/photo.jpg,The meditations and soundscapes bring me peace and it's a wonderful feeling.,5,0,5.9,2020-12-16 06:57:26,,
428,gp:AOqpTOE5Qqy7pCVM3ampxTuBUSTescsc8P6p3DAcm65Qo5lWKhOKx7GbzXVqSYimpAWxF4oJXZnRcJwl27ppiQ,Jill Foutz,https://play-lh.googleusercontent.com/a-/AOh14GjUdQwBs7qcp5bRkrE9GjjcD5WKb65V8D7Zuljy,"Love the back ground scenes and ambience sound (rain, waves, wind etc) and that it continues to play when I'm not in the app or when my phone is locked. It seems like a small thing but it's so relaxing and what sold me!",5,1,5.8,2020-12-05 10:58:46,,
429,gp:AOqpTOFQr4EgB-BKE_m7V3gVXfn-o8JutMWUgWBH5Uiv5qn6tRVrWM3RRf1Un1k4OadOCkmyZin3nliFhsi4mw,Alice Saunders,https://play-lh.googleusercontent.com/a-/AOh14GglGsi0YU2NRD8QDaFJ9SIg8QfEYMHTnpnYXa4ZDA,I suffer from Insomnia & this app helps me to go into deep sleep.,5,0,5.10,2021-01-25 16:20:33,,
430,gp:AOqpTOHM8KY1ZeO4whpD_brexnh28u9eU83McGad6SYhVm1FSepyZ5jHkTpHVdg_j179GIh7l03AK8L0xR4PZw,Anthony Brereton,https://play-lh.googleusercontent.com/a-/AOh14Gjbs1EQ3CbOhFxEdImCB3VDrK7VRalvVPdIV38C7g,was listening to the first one i go so peaceful i freaked out when she started talking again it reall made me jump,5,0,5.12.1,2021-02-25 10:13:20,,
431,gp:AOqpTOE0yt_F7WDO7EMVkuxX-xIoDThpxDka7YrZFZg01oY_lsdTv0cA1ELLX5up9ebs2zunCzKuDGCPCOgWCw,Liz Parker,https://play-lh.googleusercontent.com/-krFwPEmLuPM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclEJonIsmLj7Eq5EqiJhEcVr5yM8Q/photo.jpg,Very unique ways and certainly various options for everyone!,5,0,5.10,2021-01-04 13:59:04,,
432,gp:AOqpTOH5dwigjHnd39ikcd0uB8jdlS_RmZZIVNcGEdP6vt5zbIRmMPY4n2qOp6RwPCvrGMuWx5vC1y8lMlKPew,Dacota Paige,https://play-lh.googleusercontent.com/-V8-e6zYqxKU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck-IbZTlxycVkc2TyxEfgmRDDxXhQ/photo.jpg,Really relaxing it help me go to sleep when I was trying to go to sleep,5,0,5.10,2021-01-22 19:23:19,,
433,gp:AOqpTOHMyPg-krjY6NoHNQBQZI5m2DRO-A7Z5tCNzO0jV9DD7ZJP1m5CKAXmVfKwvo1oLYTkBgNnnLuDFR-8RA,Ben Friedland,https://play-lh.googleusercontent.com/a-/AOh14GiJQzLgCriG2XVo3hcSZOZKl_tPFEkjfAI2rBasnYc,I have problems getting back to sleep after waking in the night. This actually works for me.,5,0,5.9,2020-12-19 12:41:17,,
434,gp:AOqpTOEDzLIgC1gS0etfuq3QOrdhVKxZz5uZedT6BlhiDfWhojjyZDv1aX4bg6wOPBfkqMQeAT7HM3HTLe_Tdg,Simon Broß,https://play-lh.googleusercontent.com/-2oBh98_i6sM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck-Q1cLqUPei7ovFUt562QYwolUTQ/photo.jpg,I love the sound scapes!,5,0,5.11.1,2021-02-04 03:54:12,,
