,date,rating,review,developerResponse.body
10,2020-05-22 09:02:50,5,"Love this app!! I can finally fall asleep quicker and stay asleep. I love the different sleep sessions. I haven’t explored much other sessions but look forward to it. 
Only con is there aren’t often enough new sleep sessions!! Would love more on the reg 
Overall love it and would highly recommend it for anyone starting meditation and continue meditation","Hello, thank you so much for your interest in Meditopia! As we give ourselves time and space, we begin to experience all the transformative effects of meditation.I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
11,2020-07-05 21:03:43,5,I suffer from anxiety and have been on meds for a couple of years now. This app has been the best medication so far I’m off my meds now and when I feel overwhelmed I take a couple of minutes to myself and pick a session according to how I’m feeling at the moment feel 100 times better when I’m done!,"There are times illnesses and medication hide a difficulty we have in our internal world. It is great to hear that now you have comfort with meditation practice, rather than experiencing mental states as bodily reactions. Hope you keep enjoying all the content :) All the best, İpek - Member Happiness"
12,2019-03-31 23:39:40,5,I used to meditate and I left it while back. It’s wasn’t until I found someone to brought me back into this. I’m glad he did. I feel so much better when I take this meditation and drive my day to be more successful and to be more in control of myself.! You guys are awesome this application is so great I will share it with friends.! Thank you,"You made us so happy with your comment :) Thank you for sharing. If you need anything, you can always reach me via hello@meditopia.com Have a great week! All the best, Seher - Member Happiness"
13,2020-06-17 21:00:19,5,"Meditation has always been something I wanted to try “when I had time.” Working remotely during this pandemic brought me the time, but I hadn’t realized the stress such uncertainty in my daily life would bring. Meditopia is helping to mitigate that stress and has demonstrated other benefits as well.  I’ve been at it 3 weeks now and looking forward to continuing.","Hello, it is great to know that you are now actively spending time for yourself. We are so happy you found us in this stage of your life. Please keep in mind that we are always beside you as Meditopia team in this challenging times. Wish you a great day. Best regards, Ezgi- Member Happiness"
14,2020-01-17 13:24:31,5,"Great app for sleeping or just a quick unwind.   Works like a charm and I have insomnia, so this is a blessing. Several different topics you can pick and choose from depending on yours needs at that moment. I've tried many of these types apps and this is, by far, superior than all of them. Highly recommend.","Hello, it is great to hear that you liked Meditopia! We thank you so much for this precious comment. I hope you will enjoy the app while getting more and more help for a better sleep. If you have any questions, you can always reach us via hello@meditopia.com. All the best, İpek - Member Happiness"
15,2019-11-13 16:06:49,5,I can’t believe this worked I thought this was a prank but it really worked first I was having problems on school nights because I did not want to go to sleep and I wanted to stay up all night so then I downloaded this app and then it just became easier to sleep and I became really sleepy at that point,"So great to hear your news! Sleeping is very important for one self and meditation supports sleeping by balancing the nervous system. Wish you great sleeps! All the best, Seher - Member Happiness"
16,2019-02-22 08:13:20,5,"I just started using this app and I am addicted.
I’ve been suffering depression and anxiety since 3 years ago, I stopped taking my antidepressants since a month ago. My life just changed a lot with this 2 steps! I can wait to continue using this app and feel completely happy and mentally healthy!!!","Such a wonderful news! So happy for you :) Thank you for sharing. I really hope you will enjoy every of your meditation. Wish you a great weekend! All the best, Seher - Member Happiness"
17,2020-03-24 22:37:55,1,"This seems probably a personal preference, but I find the female voice pretty disturbing and at times even creepy and unsettling.
I find this somehow relates to sexism and gender bias in machine/ human-imitating voices like with Echo, Alexa, Siri for instance, that somehow female voices are assumed to be more soothing, therapeutic, servient, helpful etc. - it’s not. 
I just don’t understand why there isn’t a male version to all the wonderful audios that I’m listening to with their wonderful content. Or even, a variety of voices from where I can choose. I hate the current voice. Please change this for the wider audience.","Hello, it is great to hear that you are interested in meditation :) Thank you so much for your suggestion. We have a live team that is composed of the people who are specialized on meditation experience. If you have any questions, you can always reach us via hello@meditopia.com, we are ready to help! Hope you discover the meditations that are best for you. All the best, İpek - Member Happiness"
18,2020-06-16 12:48:28,5,"It’s helps me when I’m down, unfocused or even in determined. Do yourself a favor and take 15 minutes to check out for yourself. I would’ve started meditating years ago if I knew the strengths in the practice as well as it’s strengthning my spiritual as well as physical self.","What a profound comment! Thank you so much for sharing this feeling of personal growth with us. It is great to hear that you meditate by self-observing your emotional and mental states. Hope you will continue meditating with us and experience being in the present moment. Wish you a great day :) All the best, İpek - Member Happiness"
19,2018-06-29 05:14:12,5,"This app is great if you want to start meditating but are always lazy to do so. When I started I tried just listening to nature sounds on you tube. But this app is so much better you can set your own time, pic the background noise, and the lady speaks to you. It’s very calming. I highly recommend.🧘🏾‍♀️",
20,2019-07-14 12:59:59,5,"I can never stress enough how much this app has helped. I usually never write reviews but i had to on this one. To the people who developed this app i would like to thank you from the bottom of my heart for helping both me, and thousands of other people.","Thank you so much for your sharing. You made us very happy :) If you need anything, you can reach us via hello@meditopia.com Wish you great week! All the best, Seher - Member Happiness"
21,2020-06-17 17:37:34,5,"All this pandemic situation made me look ways to be relief so I found Meditopia I can’t end a day without meditation. It is relaxing, it makes you discover your inner to control your emotions so emotions do not control you. The voice is relaxing specially to sleep, Many times i felt sleep without noticing.",
22,2020-11-09 16:11:26,4,I would definitely give five stars if they had more than one person do the meditations. Unfortunately there is only one woman who does all of them and I don’t personally like her meditation style so I have to take away a star. The other four stars are for the music meditations which are really amazing.,"Thank you so much for this precious feedback! It's been delivered to our team. Hope you keep enjoying all the content with a loth of insight. All the best, İpek - Member Happiness"
23,2020-02-03 05:48:27,5,"This is a very motivational, peaceful app. The meditation practices make you feel more relaxed and aware of your surroundings. Gives you multiple choices and daily great videos. I highly recommend that you get this app. Everything is free too.","Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
24,2020-07-11 03:03:48,5,"I bought a year long of premium and I absolutely adore each meditation session. It somehow seems to give me exactly what I need in the moment. Each session is fulfilling, and brings me peace. 100% worth downloading even if you’re only using the base app.","Thank you so much for sharing your profound understanding and warm feelings. It is great to hear that meditation responds to your needs :) I hope you keep enjoying with wonderful meditation experiences. Take care! All the best, İpek - Member Happiness"
25,2020-07-03 02:40:21,4,"I have been through some spiritual doctrine. Listening to these words during meditation, ı can say that they were well thought and aligned. Only con that i can say is it can be easier to find the last meditation you did before and do the next one.
Thanks for how you contributed to our lives in a gentle way.","Thank you so much for sharing these deep ideas with us. I hope you will keep enjoying Meditopia in your journey of self-discovery. The last meditation series we did appear on the Today page of the app. Moreover, you can check day by day your history of meditation on the Profile page, My Journey option. Wish you a great day :) All the best, İpek - Member Happiness "
26,2020-02-08 13:25:42,5,"This app is amazing. They have series of meditations on different topics and have a new meditation topic every day. I really enjoy using the app, and it is helping me start a meditation practice because I choose from a number of different options.","Hello, it is great to hear that you enjoy Meditopia! I hope you will have many calming and insightful meditation experiences :) If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help you! All the best, İpek - Member Happiness"
27,2020-04-06 10:09:11,1,"So I downloaded this app thinking i could try it out to see how I liked it before the free trial ran out? Not a chance. A day later, I was charged $70 for the app, for the whole year. Nowhere did it state that it would take that amount of money out, just $6 and some change per month. Unless you really have the money so spend, it’s definitely not worth it. Apple was so great with giving me a refund, but the maker of this app needs to be more specific on the charges.","Hello, it is great to hear that you are interested in meditation :) In order for us to check your membership status, you can always reach us via hello@meditopia.com, we are ready to help! Hope you enjoy with wonderful meditation experiences. All the best, İpek - Member Happiness"
28,2019-10-26 20:42:56,1,"I downloaded the free app and looked at it for a minute and decided I didn’t want it and deleted it off of my phone. I never signed up for a subscription but wound up being charged for a monthly premium subscription days later. 
It seems that by downloading the app signs you up for a subscription that will then charge you monthly so please be aware and make sure to cancel the subscription and not just the app from your phone.","Hello, hope you are having a great day! We have free and paid version. When you first download the app, you start with free membership. If you subscribe to Premium membership and not cancel within trial period, membership starts and money is charged. There is no other way that money can be taken unless you register for Premium. If you need anything, you can always reach us via hello@meditopia.com All the best, Seher - Member Happiness"
29,2020-03-31 05:00:59,1,"I tried this every night and it never helps me. If anything, it makes me more tense. First off, you have to pay for almost all the lessons. The voices of the people really annoys me and makes it hard to concentrate on sleeping or whatever I’m trying to do. Lastly, I don’t like the layout of the app. To wrap this review up, I would like to be able to just listen to the sounds and not the voice. A different layout for the app. More lessons that don’t need to be paid for.","Hello, it is great to hear that you are interested in meditation. We have both free and paid subscriptions. You can listen unlocked meditations without any payment. Moreover, if you share the app with your friends, you can gain 2 weeks gift Premium membership. I hope you will discover the content that is best for you among our various meditations, sounds, and articles. If you have any questions, you can always reach us via hello@meditopia.com. 
We are always ready to help. Keep safe and healthy! All the best, İpek - Member Happiness"
30,2020-03-20 14:56:55,5,Had issues with focus and anxiety before using Meditopia. Now I see the difference after a month of every day meditating with this app. Emotionally I am in a different level and much stronger.,"Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
31,2020-06-18 13:36:22,5,"Everything it’s amazing, you guys have all organized in a way that we can easy work in our specific situation. 

I can see and feel the love in this app, in all this content 

Thank you so much.","Thank you so much for this warm-hearted comment :) It is great to feel that our positive feelings are shared by our precious members. Hope you will have wonderful meditation experiences. All the best, İpek - Member Happiness"
32,2020-06-17 18:11:18,5,I was at a point where my emotions had the best of me and this App has really taught me to slow down and not be so hard on my self. I feel so much more relaxed and at ease now. Highly recommend it,"Hello, thank you for comment :)  I felt really happy about your experiences. Wish you deeper meditations as you continue! Take care, All the best, Seher - Member Happiness"
33,2020-06-17 06:18:44,5,I’ve been using Meditopia for over three months now and I already feel so different. Morning meditations are my daily routine now and I totally feel different. I highly suggest to everyone who wishes to start meditation.,
34,2020-07-20 00:55:26,1,"I’ve only had this app a few days. I marked my calendar for July 20 to cancel before it started charging me in case I didn’t use it. I used the app a couple times and decided I’d better delete it because i wasn’t using it. I went to settings and canceled it and instead, it charged me. Others complained about this same business practice but I gave you the benefit of the doubt and you charged me. Please refund.","Hello, we are sorry to hear that you had trouble in cancelling your trial. When the memberships are cancelled during the trial period, Apple does not start the paid membership. Most probably, there was a problem in the cancellation steps or in the timing of your cancellation. We would be glad to help you. Can you please reach us through hello@meditopia.com? So that we can check your subscription status. All the best, İpek - Member Happiness"
35,2020-06-19 11:02:13,5,"Whenever I felt stressed at work or felt anxious about what’s going on, I immediately go in and pick a meditation and it feels very calming within minutes. I highly recommend this app as an investment in one’s mental health and wellness 💜",
36,2019-04-09 19:01:43,5,"I am in love with this App. Thanks to all who worked on it. 
Thanks for helping us to calm down and understand that nothing matter in this life but ourselves. 
I deserve to give myself this quality time. Thank you again.","""Giving yourself quality time"", this made us so happy! Thank you so much for sharing. Hope you enjoy more every passing day! Wish you a great day, All the best, Seher - Member Happiness"
37,2020-06-25 21:33:40,5,I really love this app. It helps me to calm down and relax and get to sleep. With what’s going on in the world today it’s hard to silence the mind but Meditopia helps tremendously. I also want to say thank you to Meditopia for starting using more culturally diverse icons.,"Thank you so much for your wonderful comment :) It is great to hear that meditation helps you calm down and rest the mind which is nearly impossible in these chaotic days. Hope you keep enjoying with soothing and insightful meditation experiences. Wish you a great day! All the best, İpek - Member Happiness"
38,2019-04-26 07:58:07,5,This is my first time using this app today and I have a feeling it’s going to help to change my life signifanctly!! Please you yourself a favor and spend the five bucks a month and meditate!,"So great to see your comment! Thank you for sharing with us. Wish you great meditations! Take care, All the best, Seher - Member Happiness"
39,2021-02-03 23:11:21,5,Would definitely recommend I smoke and meditate and I immediately feel better they have a lot of good options to choose from,"Hello! We are so happy to hear that meditating makes you feel better! Meditation is a great way to reduce stress and as their stress levels decrease, most people feel less need for smoking. We would suggest you to give a chance and try if this would work for you too. Hope you keep discovering the best meditations for yourself! All the best, Ezgi- Member Happiness"
40,2018-05-09 13:26:59,5,"This app is changing my life one 10 minutes daily mediation at a time. I highly recommend it to those who are just entering this journey. You feel comfortable, at ease, and incredibly guided.",
41,2020-03-25 00:47:10,5,"This is the most peaceful app I have ever used it helps me sleep,breath,and feel safe. I recommend this app to people who have trouble sleeping and many more this app is truly amazing","Hello, it is great to hear that you like Meditopia :) If you have any questions, you can always reach us via hello@meditopia.com, we are ready to help! Hope you enjoy with wonderful meditation experiences. All the best, İpek - Member Happiness"
42,2020-09-04 04:22:57,5,"Ive been very stressed and anxious especially with online school and medical issues I have and I just started and I feel great alot of my stress, pain, and anxiety has gone away","Hello, we are so happy to accompany your life journey. Meditation is a great way to reduce stress. Hope you keep meditating with us and experience all the benefits of meditating! Stay safe and healthy. Best regards, Ezgi- Member Happiness"
43,2019-10-26 00:27:46,5,"Very soothing, calming and relaxing. After a shower, I love listening and letting go of today’s work in my mind. I have so much on my mind, which consists of worries, doubts, anger, frustration and more.","Great to hear you can let go all those feelings with meditation! Doing meditation regularly makes big difference on both mind and body. If you have any questions, you can always reach us via hello@meditopia.com Wish you nice day! All the best, Seher - Member Happiness"
44,2020-06-19 13:30:00,5,"I use the app first thing in the morning . I meditate and it helps me start my day . Great way to do it, as I see the results during my journey. I love it","Hello, thank you so much for your comment. This is incredible to see the effects of daily meditation practice in your life. First of all, it means a self-observing aspect that is open with meditation. We are so happy to accompany your mornings with our content, beginning a new day. Hope you keep enjoying :) All the best, İpek - Member Happiness"
45,2019-08-01 06:47:51,5,The only way I can get to sleep at night! I love the courses they have and I love the voices they have. Nice music and very relaxing! I’m super glad I’ve discovered this app ☺️,"So happy to read your comment :) Thank you for sharing. Wish you great meditations! All the best, Seher - Member Happiness"
46,2020-02-11 01:38:21,4,"I got this on my apple watch and it keeps making me put my password in! I love the app and all but my watch keeps vibrating to put the password in! You people are killing me. Fix your system, yet it is STILL here.","Hello, it is great to hear that you liked Meditopia!  I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. For your questions about the app, you can always reach us via hello@meditopia.com, we are waiting to help you! All the best, İpek - Member Happiness"
47,2019-07-17 17:32:19,1,"I decided to do a trial run of only $1 for a month, because I was starting to love the App! But after the moth expired I was charged $64 (WITHOUT MY PERMISSION), not only that but when trying to get a refund they were unable to help me... I even sent them an email which they did not respond. 
I am truly disappointed because as said before I was loving the app but it turned out being a complete money scam.","Hello, hope you are having a great day! Could you please check your mails? We respond every mail in latest 24 hours. As I see, you have registered to ""30 days $1 then the yearly membership starts"" promotion. After one month, since you haven't cancelled, yearly membership has started. You can get the refund , no worries. I hope you continue doing meditation. All the best, Seher - Member Happiness"
48,2020-10-13 13:23:53,1,"I haven’t used Meditopia for a while but have found myself in need of it. I was a public beta tester for iOS 14 and it seems this app is not functioning for iOS 14.2. I go to a meditation, it gets stuck on the loading symbol and never plays. Here is what I’ve done so far:

- Power cycle of phone. 
- Airplane mode 30 seconds to reset network connectivity. 
- Force close of the Meditopia app. 
- Uninstall/reinstall Meditopia. 

No change with any of those steps. I did notice when I go to start a meditation, the volume graphic appears even though the volume buttons have not been touched. Please help with this app.","Hello, we would like to thank you for the elaborative review. Can you please reach us through hello@meditopia.com? As Meditopia team, we continue to renew the app with appropriate content and technical improvements in line with the suggestions and feedback from our members. We would be happy to get your feedbacks. Have a great day! All the best, Ezgi- Member Happiness"
49,2019-07-17 04:47:09,5,It’s a great app! I sleep a lot better and enjoy taking at least 10 minutes out of my day to just sit down and meditate,"Thank you so much for sharing your comment. It is really great to read it :) Take care! All the best, Seher - Member Happiness"
50,2020-01-27 02:15:18,5,I love this app it works great. Whenever I’ve had a long day the sleep meditation puts me right to sleep!,"Hello, it is great to hear that Meditopia helps you sleep well! If you have any questions, you can always reach us via hello@meditopia.com, we are ready to help you. Hope you enjoy! All the best, İpek - Member Happiness"
51,2020-08-27 12:37:53,5,Just want to say that the motivational messages everyday are just amazing. They are so thought out and really speak to me. Thank you for this.,"Hello, I am so happy to know that you enjoy the daily inspirations! As Meditopia team, we are trying to reflect our philosophy of life through these notifications and spread mindfulness as much as we can. Keep safe and healthy, and motivated! Best regards, Ezgi- Member Happiness"
52,2020-06-18 13:54:28,5,"The sleep meditations are great, it has helped me so much.
I have fibromyalgia which also causes sleepy problems, since I use Meditopia it had get so much better.","Hello, I am really glad to hear that Meditopia has helped you cope with your sleeping difficulties. Wish you a great day! Best regards, Ezgi- Member Happiness"
53,2020-07-01 22:00:12,5,Love this app so much! So glad I spent the money for a monthly subscription. Compared to all other meditation apps this one is by far the best!!!,"Hello, that's great news! I'm glad you loved Meditopia . We know we are the best but it is really nice to hear that from you!:) Hope you keep enjoying our meditations and other content. Best regards, Ezgi- Member Happiness"
54,2020-02-13 06:05:13,5,Me and my sister couldn’t sleep so then I got an add of this app we fell asleep like babies it was the best and her voice is so smoothing and calming I just love this app,"Hello, it is great to hear that you were able to sleep better with Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
55,2021-02-14 00:46:01,5,"My sleeping problem have been solved with this application, this is very useful and great meditation app, I wish there was more free options 😁","Great to hear that! Meditation brings us piece and a better relaxation experience. Hope you keep enjoying :) We have both free and paid subscriptions. You can listen unlocked meditations without any payment. Moreover, if you share the app with your friends, you can gain 2 weeks gift Premium membership. All the best, İpek - Member Happiness"
56,2020-05-27 06:24:40,3,"Ok so I can see this working...but I signed in with my email and accidentaly signed out but I tried to put in my email again and it said email take.... just saying they should also add a sign in and not just a sign up
Overall Im feeling #relaxed","Hello, thank you so much for your precious comment! It is great to hear that you see how meditation works and feel relaxed. I hope you keep enjoying. There are different options to try the app with or without a membership via e-mail. When you register with an e-mail, then you can log in with that address to the same membership. In order for us to help you by seeing the details, please reach us via hello@meditopia.com. All the best, İpek - Member Happiness "
57,2020-06-21 23:47:36,5,I have tried many apps but none matches the quality and variety of Meditopia. It is well worth the money.,"First of all, thank you so much for sharing your positive thoughts with us. It is great to hear that you feel it is worth to have Meditopia as the road friend in your journey. Hope you keep enjoying all the content :) Have a great day! All the best, İpek - Member Happiness"
58,2020-02-24 17:32:31,5,"This app is easy to use, simple, and full of quality benefits when starting out with meditation.","Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
59,2020-03-29 08:45:05,1,"Ever since I started listening to this and trying to use it to fall asleep to my feet just randomly started hurt. I know this sounds weird but when ever I even just think about my feet, they just start to hurt, but not like a stinging pain it hurt inside my foot. This happened right after I used meditopia. Can anyone at least tell me what it is.","Hello, it is great to hear that you are interested in Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. A pain might have multiple meanings in one's personal story. For your questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
60,2020-02-18 16:47:34,5,"You can choose to get notifications for inspiration. It helps with sleep, relaxation, and meditation.","Hello, it is great to have you with us in Meditopia! I hope you will have wonderful meditation experiences. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. All the best, İpek - Member Happiness"
61,2020-02-01 20:16:32,5,I tried the first session and it’s so relaxing! If your reading this I recommend it if your under a lot of stress. Very helpful! ❤️🥰,"Hello, it is great to hear that you liked Meditopia. I hope you will have very relaxing, calming, and soothing meditation experiences with a lot of insight. If you have any questions, you can always reach us via hello@meditopia.com, we are always ready to help. Hope you enjoy! All the best, İpek - Member Happiness"
62,2020-08-02 12:36:29,5,Thank you! I didn’t know the benefit of such apps until I started to use it.,"Hello, how great it is to know that we have such happy members! Hope you keep meditating with us and keep sharing the outcomes. Best regards, Ezgi- Member Happiness"
63,2020-05-12 16:27:21,5,I use this app all the time and I go to sleep very fast at night. And u can use this anytime u want 2 use it.,"Hello, thank you very much for your interest in Meditopia! As we give ourselves time and space, we begin to experience all the transformative effects of meditation. I wish you discover the meditations that will be best to you. All the best, İpek - Member Happiness"
64,2020-08-24 21:50:33,5,I've tried all meditation apps and meditopia is the deepest and most impactful one out there. One of very few apps I use daily.,"What a wonderful comment! We are so happy to hear that you use meditative content on a daily basis with Meditopia. We hope all the content will bring you relaxation, joy, and insight.  Please reach us via hello@meditopia.com if you have any questions. Have a great day! All the best, İpek - Member Happiness"
65,2020-06-18 04:18:59,5,I never thought an app would help me meditate.  have never done it till now.  I will keep doing it this app is amazing.,
66,2020-07-08 11:42:26,5,This app makes meditation flow easily into your life. It’s subtle and relaxing. You’ll love it.,"Hello, that's one of our aims to make it easy for everyone to practise meditation. How happy we are if we succeeded! Thank you so much for pointing that out. Have a great day! Best regards, Ezgi- Member Happiness"
67,2020-09-10 17:52:56,5,This app is amazing it helps so so much I recommend to get this app it does wonders you wouldn’t believe it,"Hello Lilly, I am so glad to hear that you are interested in meditation and you benefit greatly from Meditopia! We would love to know more about your experiences. If you want to share your experience with us, you can join our testimonal page.
 Have a great day! Best regards, Ezgi- Member Happiness 
https://meditopia.com/testimonial/
"
68,2020-06-16 14:08:44,5,"I love Meditopia!!! It really causes me to relax my mind, body, soul and spirit!!! It allows me to be calmer, relaxed, think clearer and it relieves stress and tension!!! It really helps me to fall asleep peacefully and faster... This app is awesome!!!","Excellent news! We are happy to hear that meditation helps you for a better emotional regulation, for finding body & mind balance, and for relaxation. I hope you will continue finding the meditations responding best to your needs. Wish you a great day :) All the best, İpek - Member Happiness"
69,2020-08-14 00:42:59,5,No I feel able to improve as human being!!!,"Hello Dani, I am so happy to hear that! I hope you find the best meditations for yourself and keep practising with us! Best regards, Ezgi- Member Happiness"
